date,temperature_2m
2024-01-09 10:00:00+00:00,46.3334
2024-01-09 11:00:00+00:00,45.8834
2024-01-09 12:00:00+00:00,45.0734
2024-01-09 13:00:00+00:00,43.9934
2024-01-09 14:00:00+00:00,43.9034
2024-01-09 15:00:00+00:00,46.693398
2024-01-09 16:00:00+00:00,49.6634
2024-01-09 17:00:00+00:00,52.0934
2024-01-09 18:00:00+00:00,54.6134
2024-01-09 19:00:00+00:00,56.5934
2024-01-09 20:00:00+00:00,57.673397
2024-01-09 21:00:00+00:00,57.8534
2024-01-09 22:00:00+00:00,57.3134
2024-01-09 23:00:00+00:00,55.693398
2024-01-10 00:00:00+00:00,48.4034
2024-01-10 01:00:00+00:00,48.583397
2024-01-10 02:00:00+00:00,46.1534
2024-01-10 03:00:00+00:00,48.0434
2024-01-10 04:00:00+00:00,47.4134
2024-01-10 05:00:00+00:00,44.1734
2024-01-10 06:00:00+00:00,40.6634
2024-01-10 07:00:00+00:00,40.0334
2024-01-10 08:00:00+00:00,39.5834
2024-01-10 09:00:00+00:00,39.0434
2024-01-10 10:00:00+00:00,38.4134
2024-01-10 11:00:00+00:00,37.7834
2024-01-10 12:00:00+00:00,36.9734
2024-01-10 13:00:00+00:00,34.7234
2024-01-10 14:00:00+00:00,37.0634
2024-01-10 15:00:00+00:00,44.4434
2024-01-10 16:00:00+00:00,49.9334
2024-01-10 17:00:00+00:00,54.5234
2024-01-10 18:00:00+00:00,58.4834
2024-01-10 19:00:00+00:00,61.3634
2024-01-10 20:00:00+00:00,63.6134
2024-01-10 21:00:00+00:00,64.7834
2024-01-10 22:00:00+00:00,65.2334
2024-01-10 23:00:00+00:00,62.7134
2024-01-11 00:00:00+00:00,58.5734
2024-01-11 01:00:00+00:00,54.8834
2024-01-11 02:00:00+00:00,53.083397
2024-01-11 03:00:00+00:00,50.7434
2024-01-11 04:00:00+00:00,54.6134
2024-01-11 05:00:00+00:00,53.083397
2024-01-11 06:00:00+00:00,53.3534
2024-01-11 07:00:00+00:00,52.5434
2024-01-11 08:00:00+00:00,51.9134
2024-01-11 09:00:00+00:00,48.7634
2024-01-11 10:00:00+00:00,47.4134
2024-01-11 11:00:00+00:00,49.4834
2024-01-11 12:00:00+00:00,45.2534
2024-01-11 13:00:00+00:00,43.5434
2024-01-11 14:00:00+00:00,47.8634
2024-01-11 15:00:00+00:00,51.193398
2024-01-11 16:00:00+00:00,55.5134
2024-01-11 17:00:00+00:00,59.3834
2024-01-11 18:00:00+00:00,62.983402
2024-01-11 19:00:00+00:00,66.583405
2024-01-11 20:00:00+00:00,69.6434
2024-01-11 21:00:00+00:00,71.8934
2024-01-11 22:00:00+00:00,72.6134
2024-01-11 23:00:00+00:00,71.6234
2024-01-12 00:00:00+00:00,66.3134
2024-01-12 01:00:00+00:00,66.9434
2024-01-12 02:00:00+00:00,65.9534
2024-01-12 03:00:00+00:00,64.6934
2024-01-12 04:00:00+00:00,63.073402
2024-01-12 05:00:00+00:00,61.2734
2024-01-12 06:00:00+00:00,60.1034
2024-01-12 07:00:00+00:00,60.0134
2024-01-12 08:00:00+00:00,60.193398
2024-01-12 09:00:00+00:00,59.6534
2024-01-12 10:00:00+00:00,58.8434
2024-01-12 11:00:00+00:00,55.873398
2024-01-12 12:00:00+00:00,53.533398
2024-01-12 13:00:00+00:00,53.2634
2024-01-12 14:00:00+00:00,51.9134
2024-01-12 15:00:00+00:00,51.5534
2024-01-12 16:00:00+00:00,52.1834
2024-01-12 17:00:00+00:00,51.4634
2024-01-12 18:00:00+00:00,52.0034
2024-01-12 19:00:00+00:00,53.9834
2024-01-12 20:00:00+00:00,55.4234
2024-01-12 21:00:00+00:00,56.5034
2024-01-12 22:00:00+00:00,56.9534
2024-01-12 23:00:00+00:00,55.783398
2024-01-13 00:00:00+00:00,52.6334
2024-01-13 01:00:00+00:00,48.943398
2024-01-13 02:00:00+00:00,47.0534
2024-01-13 03:00:00+00:00,43.9934
2024-01-13 04:00:00+00:00,43.0034
2024-01-13 05:00:00+00:00,41.2934
2024-01-13 06:00:00+00:00,39.7634
2024-01-13 07:00:00+00:00,39.0434
2024-01-13 08:00:00+00:00,38.5934
2024-01-13 09:00:00+00:00,37.4234
2024-01-13 10:00:00+00:00,36.7934
2024-01-13 11:00:00+00:00,36.5234
2024-01-13 12:00:00+00:00,36.7034
2024-01-13 13:00:00+00:00,39.4934
2024-01-13 14:00:00+00:00,38.8634
2024-01-13 15:00:00+00:00,42.7334
2024-01-13 16:00:00+00:00,47.8634
2024-01-13 17:00:00+00:00,52.7234
2024-01-13 18:00:00+00:00,57.3134
2024-01-13 19:00:00+00:00,60.5534
2024-01-13 20:00:00+00:00,62.5334
2024-01-13 21:00:00+00:00,63.3434
2024-01-13 22:00:00+00:00,63.3434
2024-01-13 23:00:00+00:00,62.1734
2024-01-14 00:00:00+00:00,56.5034
2024-01-14 01:00:00+00:00,56.5034
2024-01-14 02:00:00+00:00,54.4334
2024-01-14 03:00:00+00:00,52.2734
2024-01-14 04:00:00+00:00,50.6534
2024-01-14 05:00:00+00:00,49.7534
2024-01-14 06:00:00+00:00,49.033398
2024-01-14 07:00:00+00:00,48.4934
2024-01-14 08:00:00+00:00,47.0534
2024-01-14 09:00:00+00:00,44.3534
2024-01-14 10:00:00+00:00,41.3834
2024-01-14 11:00:00+00:00,40.3034
2024-01-14 12:00:00+00:00,39.4934
2024-01-14 13:00:00+00:00,33.9134
2024-01-14 14:00:00+00:00,33.2834
2024-01-14 15:00:00+00:00,33.6434
2024-01-14 16:00:00+00:00,34.0034
2024-01-14 17:00:00+00:00,34.8134
2024-01-14 18:00:00+00:00,36.1634
2024-01-14 19:00:00+00:00,37.6934
2024-01-14 20:00:00+00:00,39.4034
2024-01-14 21:00:00+00:00,39.4934
2024-01-14 22:00:00+00:00,39.4034
2024-01-14 23:00:00+00:00,38.7734
2024-01-15 00:00:00+00:00,37.9634
2024-01-15 01:00:00+00:00,29.8634
2024-01-15 02:00:00+00:00,29.1434
2024-01-15 03:00:00+00:00,28.5134
2024-01-15 04:00:00+00:00,27.8834
2024-01-15 05:00:00+00:00,27.4334
2024-01-15 06:00:00+00:00,27.5234
2024-01-15 07:00:00+00:00,28.0634
2024-01-15 08:00:00+00:00,28.3334
2024-01-15 09:00:00+00:00,28.6034
2024-01-15 10:00:00+00:00,28.5134
2024-01-15 11:00:00+00:00,28.6034
2024-01-15 12:00:00+00:00,28.7834
2024-01-15 13:00:00+00:00,23.0234
2024-01-15 14:00:00+00:00,23.5634
2024-01-15 15:00:00+00:00,24.7334
2024-01-15 16:00:00+00:00,26.1734
2024-01-15 17:00:00+00:00,28.5134
2024-01-15 18:00:00+00:00,32.8334
2024-01-15 19:00:00+00:00,34.4534
2024-01-15 20:00:00+00:00,35.8034
2024-01-15 21:00:00+00:00,38.9534
2024-01-15 22:00:00+00:00,40.7534
2024-01-15 23:00:00+00:00,39.7634
2024-01-16 00:00:00+00:00,32.8334
2024-01-16 01:00:00+00:00,26.6234
2024-01-16 02:00:00+00:00,25.3634
2024-01-16 03:00:00+00:00,24.2834
2024-01-16 04:00:00+00:00,23.2934
2024-01-16 05:00:00+00:00,22.3034
2024-01-16 06:00:00+00:00,22.3934
2024-01-16 07:00:00+00:00,22.2134
2024-01-16 08:00:00+00:00,21.763401
2024-01-16 09:00:00+00:00,21.4034
2024-01-16 10:00:00+00:00,21.2234
2024-01-16 11:00:00+00:00,20.6834
2024-01-16 12:00:00+00:00,20.0534
2024-01-16 13:00:00+00:00,18.7034
2024-01-16 14:00:00+00:00,19.6034
2024-01-16 15:00:00+00:00,22.753399
2024-01-16 16:00:00+00:00,26.1734
2024-01-16 17:00:00+00:00,29.0534
2024-01-16 18:00:00+00:00,31.6634
2024-01-16 19:00:00+00:00,34.0034
2024-01-16 20:00:00+00:00,35.4434
2024-01-16 21:00:00+00:00,36.2534
2024-01-16 22:00:00+00:00,36.2534
2024-01-16 23:00:00+00:00,35.0834
2024-01-17 00:00:00+00:00,30.5834
2024-01-17 01:00:00+00:00,27.6134
2024-01-17 02:00:00+00:00,26.3534
2024-01-17 03:00:00+00:00,25.093401
2024-01-17 04:00:00+00:00,23.5634
2024-01-17 05:00:00+00:00,23.2034
2024-01-17 06:00:00+00:00,22.6634
2024-01-17 07:00:00+00:00,22.0334
2024-01-17 08:00:00+00:00,21.5834
2024-01-17 09:00:00+00:00,21.943401
2024-01-17 10:00:00+00:00,21.4934
2024-01-17 11:00:00+00:00,21.943401
2024-01-17 12:00:00+00:00,21.0434
2024-01-17 13:00:00+00:00,18.5234
2024-01-17 14:00:00+00:00,19.9634
2024-01-17 15:00:00+00:00,24.4634
2024-01-17 16:00:00+00:00,29.0534
2024-01-17 17:00:00+00:00,33.2834
2024-01-17 18:00:00+00:00,37.1534
2024-01-17 19:00:00+00:00,40.3034
2024-01-17 20:00:00+00:00,42.823402
2024-01-17 21:00:00+00:00,44.3534
2024-01-17 22:00:00+00:00,44.623398
2024-01-17 23:00:00+00:00,42.4634
2024-01-18 00:00:00+00:00,33.6434
2024-01-18 01:00:00+00:00,36.1634
2024-01-18 02:00:00+00:00,34.9934
2024-01-18 03:00:00+00:00,33.1934
2024-01-18 04:00:00+00:00,32.5634
2024-01-18 05:00:00+00:00,32.4734
2024-01-18 06:00:00+00:00,32.5634
2024-01-18 07:00:00+00:00,32.5634
2024-01-18 08:00:00+00:00,33.0134
2024-01-18 09:00:00+00:00,33.2834
2024-01-18 10:00:00+00:00,33.1034
2024-01-18 11:00:00+00:00,34.0934
2024-01-18 12:00:00+00:00,34.3634
2024-01-18 13:00:00+00:00,34.5434
2024-01-18 14:00:00+00:00,35.6234
2024-01-18 15:00:00+00:00,40.9334
2024-01-18 16:00:00+00:00,46.783398
2024-01-18 17:00:00+00:00,51.9134
2024-01-18 18:00:00+00:00,56.5934
2024-01-18 19:00:00+00:00,60.6434
2024-01-18 20:00:00+00:00,63.7934
2024-01-18 21:00:00+00:00,66.1334
2024-01-18 22:00:00+00:00,66.4934
2024-01-18 23:00:00+00:00,63.9734
2024-01-19 00:00:00+00:00,54.8834
2024-01-19 01:00:00+00:00,54.1634
2024-01-19 02:00:00+00:00,50.5634
2024-01-19 03:00:00+00:00,48.6734
2024-01-19 04:00:00+00:00,47.0534
2024-01-19 05:00:00+00:00,45.7034
2024-01-19 06:00:00+00:00,43.6334
2024-01-19 07:00:00+00:00,43.0934
2024-01-19 08:00:00+00:00,44.893402
2024-01-19 09:00:00+00:00,48.8534
2024-01-19 10:00:00+00:00,48.2234
2024-01-19 11:00:00+00:00,46.4234
2024-01-19 12:00:00+00:00,44.8034
2024-01-19 13:00:00+00:00,43.4534
2024-01-19 14:00:00+00:00,41.6534
2024-01-19 15:00:00+00:00,41.5634
2024-01-19 16:00:00+00:00,41.9234
2024-01-19 17:00:00+00:00,43.4534
2024-01-19 18:00:00+00:00,45.7034
2024-01-19 19:00:00+00:00,47.6834
2024-01-19 20:00:00+00:00,48.943398
2024-01-19 21:00:00+00:00,49.2134
2024-01-19 22:00:00+00:00,48.4934
2024-01-19 23:00:00+00:00,46.693398
2024-01-20 00:00:00+00:00,43.6334
2024-01-20 01:00:00+00:00,42.5534
2024-01-20 02:00:00+00:00,40.4834
2024-01-20 03:00:00+00:00,38.143402
2024-01-20 04:00:00+00:00,36.0734
2024-01-20 05:00:00+00:00,34.4534
2024-01-20 06:00:00+00:00,33.1034
2024-01-20 07:00:00+00:00,32.0234
2024-01-20 08:00:00+00:00,31.1234
2024-01-20 09:00:00+00:00,30.3134
2024-01-20 10:00:00+00:00,29.7734
2024-01-20 11:00:00+00:00,29.1434
2024-01-20 12:00:00+00:00,28.5134
2024-01-20 13:00:00+00:00,27.9734
2024-01-20 14:00:00+00:00,28.1534
2024-01-20 15:00:00+00:00,30.5834
2024-01-20 16:00:00+00:00,33.7334
2024-01-20 17:00:00+00:00,37.0634
2024-01-20 18:00:00+00:00,40.0334
2024-01-20 19:00:00+00:00,42.5534
2024-01-20 20:00:00+00:00,43.7234
2024-01-20 21:00:00+00:00,43.4534
2024-01-20 22:00:00+00:00,43.5434
2024-01-20 23:00:00+00:00,42.5534
2024-01-21 00:00:00+00:00,40.123398
2024-01-21 01:00:00+00:00,40.393402
2024-01-21 02:00:00+00:00,40.3034
2024-01-21 03:00:00+00:00,40.3034
2024-01-21 04:00:00+00:00,40.3034
2024-01-21 05:00:00+00:00,40.4834
2024-01-21 06:00:00+00:00,40.573402
2024-01-21 07:00:00+00:00,40.573402
2024-01-21 08:00:00+00:00,40.4834
2024-01-21 09:00:00+00:00,40.393402
2024-01-21 10:00:00+00:00,40.0334
2024-01-21 11:00:00+00:00,40.0334
2024-01-21 12:00:00+00:00,39.7634
2024-01-21 13:00:00+00:00,39.9434
2024-01-21 14:00:00+00:00,39.3134
2024-01-21 15:00:00+00:00,39.2234
2024-01-21 16:00:00+00:00,39.4034
2024-01-21 17:00:00+00:00,40.0334
2024-01-21 18:00:00+00:00,40.6634
2024-01-21 19:00:00+00:00,41.1134
2024-01-21 20:00:00+00:00,41.3834
2024-01-21 21:00:00+00:00,41.2034
2024-01-21 22:00:00+00:00,41.0234
2024-01-21 23:00:00+00:00,41.9234
2024-01-22 00:00:00+00:00,42.1934
2024-01-22 01:00:00+00:00,39.7634
2024-01-22 02:00:00+00:00,40.4834
2024-01-22 03:00:00+00:00,41.2034
2024-01-22 04:00:00+00:00,41.8334
2024-01-22 05:00:00+00:00,43.3634
2024-01-22 06:00:00+00:00,45.1634
2024-01-22 07:00:00+00:00,47.1434
2024-01-22 08:00:00+00:00,47.7734
2024-01-22 09:00:00+00:00,48.943398
2024-01-22 10:00:00+00:00,49.033398
2024-01-22 11:00:00+00:00,48.8534
2024-01-22 12:00:00+00:00,49.033398
2024-01-22 13:00:00+00:00,49.3034
2024-01-22 14:00:00+00:00,48.7634
2024-01-22 15:00:00+00:00,51.193398
2024-01-22 16:00:00+00:00,53.083397
2024-01-22 17:00:00+00:00,56.7734
2024-01-22 18:00:00+00:00,59.473396
2024-01-22 19:00:00+00:00,61.183403
2024-01-22 20:00:00+00:00,63.3434
2024-01-22 21:00:00+00:00,65.1434
2024-01-22 22:00:00+00:00,65.053406
2024-01-22 23:00:00+00:00,64.2434
2024-01-23 00:00:00+00:00,57.583397
2024-01-23 01:00:00+00:00,54.4334
2024-01-23 02:00:00+00:00,54.0734
2024-01-23 03:00:00+00:00,54.6134
2024-01-23 04:00:00+00:00,56.3234
2024-01-23 05:00:00+00:00,56.5034
2024-01-23 06:00:00+00:00,57.0434
2024-01-23 07:00:00+00:00,57.583397
2024-01-23 08:00:00+00:00,57.4034
2024-01-23 09:00:00+00:00,57.7634
2024-01-23 10:00:00+00:00,59.0234
2024-01-23 11:00:00+00:00,58.5734
2024-01-23 12:00:00+00:00,58.123398
2024-01-23 13:00:00+00:00,59.473396
2024-01-23 14:00:00+00:00,57.4934
2024-01-23 15:00:00+00:00,59.3834
2024-01-23 16:00:00+00:00,62.0834
2024-01-23 17:00:00+00:00,63.6134
2024-01-23 18:00:00+00:00,65.053406
2024-01-23 19:00:00+00:00,68.7434
2024-01-23 20:00:00+00:00,70.6334
2024-01-23 21:00:00+00:00,71.2634
2024-01-23 22:00:00+00:00,70.2734
2024-01-23 23:00:00+00:00,68.3834
2024-01-24 00:00:00+00:00,62.983402
2024-01-24 01:00:00+00:00,62.3534
2024-01-24 02:00:00+00:00,60.6434
2024-01-24 03:00:00+00:00,60.283398
2024-01-24 04:00:00+00:00,59.6534
2024-01-24 05:00:00+00:00,60.5534
2024-01-24 06:00:00+00:00,60.193398
2024-01-24 07:00:00+00:00,59.3834
2024-01-24 08:00:00+00:00,59.2934
2024-01-24 09:00:00+00:00,59.0234
2024-01-24 10:00:00+00:00,58.8434
2024-01-24 11:00:00+00:00,58.033398
2024-01-24 12:00:00+00:00,57.7634
2024-01-24 13:00:00+00:00,58.3934
2024-01-24 14:00:00+00:00,58.4834
2024-01-24 15:00:00+00:00,60.373398
2024-01-24 16:00:00+00:00,61.3634
2024-01-24 17:00:00+00:00,62.0834
2024-01-24 18:00:00+00:00,62.2634
2024-01-24 19:00:00+00:00,63.8834
2024-01-24 20:00:00+00:00,65.4134
2024-01-24 21:00:00+00:00,64.9634
2024-01-24 22:00:00+00:00,65.3234
2024-01-24 23:00:00+00:00,64.4234
2024-01-25 00:00:00+00:00,62.5334
2024-01-25 01:00:00+00:00,58.6634
2024-01-25 02:00:00+00:00,58.6634
2024-01-25 03:00:00+00:00,58.3934
2024-01-25 04:00:00+00:00,58.123398
2024-01-25 05:00:00+00:00,57.673397
2024-01-25 06:00:00+00:00,57.4034
2024-01-25 07:00:00+00:00,56.8634
2024-01-25 08:00:00+00:00,54.8834
2024-01-25 09:00:00+00:00,53.533398
2024-01-25 10:00:00+00:00,51.373398
2024-01-25 11:00:00+00:00,49.9334
2024-01-25 12:00:00+00:00,49.123398
2024-01-25 13:00:00+00:00,50.6534
2024-01-25 14:00:00+00:00,50.6534
2024-01-25 15:00:00+00:00,53.8034
2024-01-25 16:00:00+00:00,58.5734
2024-01-25 17:00:00+00:00,62.803402
2024-01-25 18:00:00+00:00,64.6034
2024-01-25 19:00:00+00:00,66.4934
2024-01-25 20:00:00+00:00,67.6634
2024-01-25 21:00:00+00:00,68.2034
2024-01-25 22:00:00+00:00,68.1134
2024-01-25 23:00:00+00:00,67.303406
2024-01-26 00:00:00+00:00,61.2734
2024-01-26 01:00:00+00:00,57.943398
2024-01-26 02:00:00+00:00,56.2334
2024-01-26 03:00:00+00:00,55.0634
2024-01-26 04:00:00+00:00,53.8034
2024-01-26 05:00:00+00:00,52.8134
2024-01-26 06:00:00+00:00,52.0034
2024-01-26 07:00:00+00:00,50.9234
2024-01-26 08:00:00+00:00,49.4834
2024-01-26 09:00:00+00:00,49.033398
2024-01-26 10:00:00+00:00,48.583397
2024-01-26 11:00:00+00:00,47.6834
2024-01-26 12:00:00+00:00,47.0534
2024-01-26 13:00:00+00:00,48.3134
2024-01-26 14:00:00+00:00,50.2934
2024-01-26 15:00:00+00:00,54.4334
2024-01-26 16:00:00+00:00,58.2134
2024-01-26 17:00:00+00:00,61.0934
2024-01-26 18:00:00+00:00,63.433403
2024-01-26 19:00:00+00:00,63.8834
2024-01-26 20:00:00+00:00,64.6934
2024-01-26 21:00:00+00:00,66.223404
2024-01-26 22:00:00+00:00,66.403404
2024-01-26 23:00:00+00:00,65.3234
2024-01-27 00:00:00+00:00,63.5234
2024-01-27 01:00:00+00:00,54.7034
2024-01-27 02:00:00+00:00,53.1734
2024-01-27 03:00:00+00:00,53.083397
2024-01-27 04:00:00+00:00,52.7234
2024-01-27 05:00:00+00:00,52.3634
2024-01-27 06:00:00+00:00,52.9934
2024-01-27 07:00:00+00:00,53.533398
2024-01-27 08:00:00+00:00,53.443398
2024-01-27 09:00:00+00:00,52.2734
2024-01-27 10:00:00+00:00,52.6334
