date,time,temp,usage_therms,avg_usage,season,home_sqft,occupancy,appliances
2025-01-02,2:00:00,55.9634,0.1,0.06875,winter,2000,3,stove+furnace
2025-01-02,3:00:00,55.5134,0.06,0.06875,winter,2000,3,stove+furnace
2025-01-02,4:00:00,54.9734,0.13,0.06875,winter,2000,3,stove+furnace
2025-01-02,5:00:00,54.7034,0.09,0.06875,winter,2000,3,stove+furnace
2025-01-02,6:00:00,54.3434,0.12,0.06875,winter,2000,3,stove+furnace
2025-01-02,7:00:00,53.9834,0.06,0.06875,winter,2000,3,stove+furnace
2025-01-02,8:00:00,53.443398,0.08,0.06875,winter,2000,3,stove+furnace
2025-01-02,9:00:00,52.9934,0.1,0.06875,winter,2000,3,stove+furnace
2025-01-02,10:00:00,52.9934,0.06,0.06875,winter,2000,3,stove+furnace
2025-01-02,11:00:00,51.9134,0,0.06875,winter,2000,3,stove+furnace
2025-01-02,12:00:00,51.193398,0.09,0.06875,winter,2000,3,stove+furnace
2025-01-02,13:00:00,50.4734,0.07,0.06875,winter,2000,3,stove+furnace
2025-01-02,14:00:00,50.833397,0,0.06875,winter,2000,3,stove+furnace
2025-01-02,15:00:00,52.0934,0.17,0.06875,winter,2000,3,stove+furnace
2025-01-02,16:00:00,55.0634,0.05,0.06875,winter,2000,3,stove+furnace
2025-01-02,17:00:00,56.5934,0.06,0.06875,winter,2000,3,stove+furnace
2025-01-02,18:00:00,59.7434,0.02,0.06875,winter,2000,3,stove+furnace
2025-01-02,19:00:00,61.2734,0.06,0.06875,winter,2000,3,stove+furnace
2025-01-02,20:00:00,61.7234,0,0.06875,winter,2000,3,stove+furnace
2025-01-02,21:00:00,62.0834,0,0.06875,winter,2000,3,stove+furnace
2025-01-02,22:00:00,62.8934,0.08,0.06875,winter,2000,3,stove+furnace
2025-01-02,23:00:00,62.803402,0.09,0.06875,winter,2000,3,stove+furnace
2025-01-03,0:00:00,61.003403,0,0.01916666667,winter,2000,3,stove+furnace
2025-01-03,1:00:00,60.823402,0,0.01916666667,winter,2000,3,stove+furnace
2025-01-03,2:00:00,60.5534,0.03,0.01916666667,winter,2000,3,stove+furnace
2025-01-03,3:00:00,59.3834,0.02,0.01916666667,winter,2000,3,stove+furnace
2025-01-03,4:00:00,57.673397,0.04,0.01916666667,winter,2000,3,stove+furnace
2025-01-03,5:00:00,57.0434,0.06,0.01916666667,winter,2000,3,stove+furnace
2025-01-03,6:00:00,58.9334,0.05,0.01916666667,winter,2000,3,stove+furnace
2025-01-03,7:00:00,58.5734,0,0.01916666667,winter,2000,3,stove+furnace
2025-01-03,8:00:00,58.5734,0.07,0.01916666667,winter,2000,3,stove+furnace
2025-01-03,9:00:00,57.4034,0,0.01916666667,winter,2000,3,stove+furnace
2025-01-03,10:00:00,55.1534,0.01,0.01916666667,winter,2000,3,stove+furnace
2025-01-03,11:00:00,54.3434,0,0.01916666667,winter,2000,3,stove+furnace
2025-01-03,12:00:00,54.1634,0,0.01916666667,winter,2000,3,stove+furnace
2025-01-03,13:00:00,57.3134,0,0.01916666667,winter,2000,3,stove+furnace
2025-01-03,14:00:00,58.123398,0.04,0.01916666667,winter,2000,3,stove+furnace
2025-01-03,15:00:00,59.473396,0,0.01916666667,winter,2000,3,stove+furnace
2025-01-03,16:00:00,61.2734,0,0.01916666667,winter,2000,3,stove+furnace
2025-01-03,17:00:00,63.7934,0,0.01916666667,winter,2000,3,stove+furnace
2025-01-03,18:00:00,66.7634,0,0.01916666667,winter,2000,3,stove+furnace
2025-01-03,19:00:00,69.8234,0,0.01916666667,winter,2000,3,stove+furnace
2025-01-03,20:00:00,69.2834,0.11,0.01916666667,winter,2000,3,stove+furnace
2025-01-03,21:00:00,68.2034,0,0.01916666667,winter,2000,3,stove+furnace
2025-01-03,22:00:00,68.3834,0.02,0.01916666667,winter,2000,3,stove+furnace
2025-01-03,23:00:00,66.9434,0.01,0.01916666667,winter,2000,3,stove+furnace
2025-01-04,0:00:00,65.3234,0.1,0.025,winter,2000,3,stove+furnace
2025-01-04,1:00:00,61.6334,0.11,0.025,winter,2000,3,stove+furnace
2025-01-04,2:00:00,60.4634,0,0.025,winter,2000,3,stove+furnace
2025-01-04,3:00:00,59.473396,0.06,0.025,winter,2000,3,stove+furnace
2025-01-04,4:00:00,58.7534,0.06,0.025,winter,2000,3,stove+furnace
2025-01-04,5:00:00,59.0234,0,0.025,winter,2000,3,stove+furnace
2025-01-04,6:00:00,59.0234,0,0.025,winter,2000,3,stove+furnace
2025-01-04,7:00:00,57.7634,0,0.025,winter,2000,3,stove+furnace
2025-01-04,8:00:00,59.0234,0,0.025,winter,2000,3,stove+furnace
2025-01-04,9:00:00,59.1134,0,0.025,winter,2000,3,stove+furnace
2025-01-04,10:00:00,59.2034,0,0.025,winter,2000,3,stove+furnace
2025-01-04,11:00:00,59.473396,0.01,0.025,winter,2000,3,stove+furnace
2025-01-04,12:00:00,59.473396,0,0.025,winter,2000,3,stove+furnace
2025-01-04,13:00:00,60.6434,0.03,0.025,winter,2000,3,stove+furnace
2025-01-04,14:00:00,60.823402,0.09,0.025,winter,2000,3,stove+furnace
2025-01-04,15:00:00,61.7234,0.06,0.025,winter,2000,3,stove+furnace
2025-01-04,16:00:00,64.4234,0,0.025,winter,2000,3,stove+furnace
2025-01-04,17:00:00,68.293396,0,0.025,winter,2000,3,stove+furnace
2025-01-04,18:00:00,70.1834,0,0.025,winter,2000,3,stove+furnace
2025-01-04,19:00:00,69.1934,0,0.025,winter,2000,3,stove+furnace
2025-01-04,20:00:00,70.0934,0.01,0.025,winter,2000,3,stove+furnace
2025-01-04,21:00:00,70.4534,0.07,0.025,winter,2000,3,stove+furnace
2025-01-04,22:00:00,70.903404,0,0.025,winter,2000,3,stove+furnace
2025-01-04,23:00:00,71.4434,0,0.025,winter,2000,3,stove+furnace
2025-01-05,0:00:00,70.1834,0.13,0.1483333333,winter,2000,3,stove+furnace
2025-01-05,1:00:00,70.8134,0.15,0.1483333333,winter,2000,3,stove+furnace
2025-01-05,2:00:00,70.0934,0.14,0.1483333333,winter,2000,3,stove+furnace
2025-01-05,3:00:00,68.7434,0.21,0.1483333333,winter,2000,3,stove+furnace
2025-01-05,4:00:00,67.2134,0.19,0.1483333333,winter,2000,3,stove+furnace
2025-01-05,5:00:00,66.4934,0.17,0.1483333333,winter,2000,3,stove+furnace
2025-01-05,6:00:00,66.043396,0.24,0.1483333333,winter,2000,3,stove+furnace
2025-01-05,7:00:00,65.5034,0.21,0.1483333333,winter,2000,3,stove+furnace
2025-01-05,8:00:00,65.1434,0.2,0.1483333333,winter,2000,3,stove+furnace
2025-01-05,9:00:00,65.053406,0.15,0.1483333333,winter,2000,3,stove+furnace
2025-01-05,10:00:00,64.7834,0.13,0.1483333333,winter,2000,3,stove+furnace
2025-01-05,11:00:00,64.6934,0.06,0.1483333333,winter,2000,3,stove+furnace
2025-01-05,12:00:00,63.9734,0.06,0.1483333333,winter,2000,3,stove+furnace
2025-01-05,13:00:00,62.983402,0.07,0.1483333333,winter,2000,3,stove+furnace
2025-01-05,14:00:00,62.0834,0.05,0.1483333333,winter,2000,3,stove+furnace
2025-01-05,15:00:00,64.4234,0,0.1483333333,winter,2000,3,stove+furnace
2025-01-05,16:00:00,68.293396,0.11,0.1483333333,winter,2000,3,stove+furnace
2025-01-05,17:00:00,72.6134,0.06,0.1483333333,winter,2000,3,stove+furnace
2025-01-05,18:00:00,74.4134,0.29,0.1483333333,winter,2000,3,stove+furnace
2025-01-05,19:00:00,76.7534,0.16,0.1483333333,winter,2000,3,stove+furnace
2025-01-05,20:00:00,72.5234,0.15,0.1483333333,winter,2000,3,stove+furnace
2025-01-05,21:00:00,70.3634,0.24,0.1483333333,winter,2000,3,stove+furnace
2025-01-05,22:00:00,67.5734,0.24,0.1483333333,winter,2000,3,stove+furnace
2025-01-05,23:00:00,64.5134,0.15,0.1483333333,winter,2000,3,stove+furnace
2025-01-06,0:00:00,60.7334,0.13,0.1483333333,winter,2000,3,stove+furnace
2025-01-06,1:00:00,57.8534,0.15,0.1483333333,winter,2000,3,stove+furnace
2025-01-06,2:00:00,54.7934,0.14,0.1483333333,winter,2000,3,stove+furnace
2025-01-06,3:00:00,52.6334,0.21,0.1483333333,winter,2000,3,stove+furnace
2025-01-06,4:00:00,50.2034,0.19,0.1483333333,winter,2000,3,stove+furnace
2025-01-06,5:00:00,46.4234,0.17,0.1483333333,winter,2000,3,stove+furnace
2025-01-06,6:00:00,42.643402,0.24,0.1483333333,winter,2000,3,stove+furnace
2025-01-06,7:00:00,40.573402,0.21,0.1483333333,winter,2000,3,stove+furnace
2025-01-06,8:00:00,39.0434,0.2,0.1483333333,winter,2000,3,stove+furnace
2025-01-06,9:00:00,37.7834,0.15,0.1483333333,winter,2000,3,stove+furnace
2025-01-06,10:00:00,36.7934,0.13,0.1483333333,winter,2000,3,stove+furnace
2025-01-06,11:00:00,35.9834,0.06,0.1483333333,winter,2000,3,stove+furnace
2025-01-06,12:00:00,34.9934,0.06,0.1483333333,winter,2000,3,stove+furnace
2025-01-06,13:00:00,31.7534,0.07,0.1483333333,winter,2000,3,stove+furnace
2025-01-06,14:00:00,31.4834,0.05,0.1483333333,winter,2000,3,stove+furnace
2025-01-06,15:00:00,32.8334,0,0.1483333333,winter,2000,3,stove+furnace
2025-01-06,16:00:00,35.5334,0.11,0.1483333333,winter,2000,3,stove+furnace
2025-01-06,17:00:00,39.1334,0.06,0.1483333333,winter,2000,3,stove+furnace
2025-01-06,18:00:00,42.5534,0.29,0.1483333333,winter,2000,3,stove+furnace
2025-01-06,19:00:00,45.3434,0.16,0.1483333333,winter,2000,3,stove+furnace
2025-01-06,20:00:00,47.5934,0.15,0.1483333333,winter,2000,3,stove+furnace
2025-01-06,21:00:00,48.8534,0.24,0.1483333333,winter,2000,3,stove+furnace
2025-01-06,22:00:00,49.123398,0.24,0.1483333333,winter,2000,3,stove+furnace
2025-01-06,23:00:00,48.2234,0.15,0.1483333333,winter,2000,3,stove+furnace
2025-01-07,0:00:00,46.4234,0.21,0.1725,winter,2000,3,stove+furnace
2025-01-07,1:00:00,45.7034,0.22,0.1725,winter,2000,3,stove+furnace
2025-01-07,2:00:00,44.623398,0.2,0.1725,winter,2000,3,stove+furnace
2025-01-07,3:00:00,43.2734,0.23,0.1725,winter,2000,3,stove+furnace
2025-01-07,4:00:00,41.8334,0.24,0.1725,winter,2000,3,stove+furnace
2025-01-07,5:00:00,40.3034,0.2,0.1725,winter,2000,3,stove+furnace
2025-01-07,6:00:00,38.8634,0.31,0.1725,winter,2000,3,stove+furnace
2025-01-07,7:00:00,37.6034,0.2,0.1725,winter,2000,3,stove+furnace
2025-01-07,8:00:00,36.7034,0.25,0.1725,winter,2000,3,stove+furnace
2025-01-07,9:00:00,36.0734,0.14,0.1725,winter,2000,3,stove+furnace
2025-01-07,10:00:00,35.5334,0.14,0.1725,winter,2000,3,stove+furnace
2025-01-07,11:00:00,35.1734,0.08,0.1725,winter,2000,3,stove+furnace
2025-01-07,12:00:00,34.7234,0.05,0.1725,winter,2000,3,stove+furnace
2025-01-07,13:00:00,31.3034,0.07,0.1725,winter,2000,3,stove+furnace
2025-01-07,14:00:00,31.5734,0,0.1725,winter,2000,3,stove+furnace
2025-01-07,15:00:00,34.0034,0.06,0.1725,winter,2000,3,stove+furnace
2025-01-07,16:00:00,37.0634,0.07,0.1725,winter,2000,3,stove+furnace
2025-01-07,17:00:00,40.4834,0.09,0.1725,winter,2000,3,stove+furnace
2025-01-07,18:00:00,43.5434,0.21,0.1725,winter,2000,3,stove+furnace
2025-01-07,19:00:00,46.0634,0.22,0.1725,winter,2000,3,stove+furnace
2025-01-07,20:00:00,47.9534,0.3,0.1725,winter,2000,3,stove+furnace
2025-01-07,21:00:00,49.123398,0.19,0.1725,winter,2000,3,stove+furnace
2025-01-07,22:00:00,49.123398,0.22,0.1725,winter,2000,3,stove+furnace
2025-01-07,23:00:00,47.8634,0.24,0.1725,winter,2000,3,stove+furnace
2025-01-08,0:00:00,45.4334,0.09,0.1483333333,winter,2000,3,stove+furnace
2025-01-08,1:00:00,45.2534,0,0.1483333333,winter,2000,3,stove+furnace
2025-01-08,2:00:00,43.9034,0,0.1483333333,winter,2000,3,stove+furnace
2025-01-08,3:00:00,42.643402,0,0.1483333333,winter,2000,3,stove+furnace
2025-01-08,4:00:00,41.2934,0,0.1483333333,winter,2000,3,stove+furnace
2025-01-08,5:00:00,39.9434,0,0.1483333333,winter,2000,3,stove+furnace
2025-01-08,6:00:00,39.5834,0.01,0.1483333333,winter,2000,3,stove+furnace
2025-01-08,7:00:00,38.8634,0.26,0.1483333333,winter,2000,3,stove+furnace
2025-01-08,8:00:00,38.2334,0.63,0.1483333333,winter,2000,3,stove+furnace
2025-01-08,9:00:00,37.7834,0.28,0.1483333333,winter,2000,3,stove+furnace
2025-01-08,10:00:00,37.2434,0,0.1483333333,winter,2000,3,stove+furnace
2025-01-08,11:00:00,36.7034,0,0.1483333333,winter,2000,3,stove+furnace
2025-01-08,12:00:00,36.2534,0.02,0.1483333333,winter,2000,3,stove+furnace
2025-01-08,13:00:00,36.7934,0,0.1483333333,winter,2000,3,stove+furnace
2025-01-08,14:00:00,36.7034,0.02,0.1483333333,winter,2000,3,stove+furnace
2025-01-08,15:00:00,37.0634,0.47,0.1483333333,winter,2000,3,stove+furnace
2025-01-08,16:00:00,37.6934,0.28,0.1483333333,winter,2000,3,stove+furnace
2025-01-08,17:00:00,38.7734,0.16,0.1483333333,winter,2000,3,stove+furnace
2025-01-08,18:00:00,40.573402,0.15,0.1483333333,winter,2000,3,stove+furnace
2025-01-08,19:00:00,41.8334,0.23,0.1483333333,winter,2000,3,stove+furnace
2025-01-08,20:00:00,42.643402,0.25,0.1483333333,winter,2000,3,stove+furnace
2025-01-08,21:00:00,43.6334,0.16,0.1483333333,winter,2000,3,stove+furnace
2025-01-08,22:00:00,43.4534,0.24,0.1483333333,winter,2000,3,stove+furnace
2025-01-08,23:00:00,43.3634,0.31,0.1483333333,winter,2000,3,stove+furnace
2025-01-09,0:00:00,43.0034,0.31,0.2258333333,winter,2000,3,stove+furnace
2025-01-09,1:00:00,42.9134,0.36,0.2258333333,winter,2000,3,stove+furnace
2025-01-09,2:00:00,42.643402,0.32,0.2258333333,winter,2000,3,stove+furnace
2025-01-09,3:00:00,42.4634,0.17,0.2258333333,winter,2000,3,stove+furnace
2025-01-09,4:00:00,42.1934,0.19,0.2258333333,winter,2000,3,stove+furnace
2025-01-09,5:00:00,41.9234,0.25,0.2258333333,winter,2000,3,stove+furnace
2025-01-09,6:00:00,41.5634,0.16,0.2258333333,winter,2000,3,stove+furnace
2025-01-09,7:00:00,41.2034,0.26,0.2258333333,winter,2000,3,stove+furnace
2025-01-09,8:00:00,40.9334,0.17,0.2258333333,winter,2000,3,stove+furnace
2025-01-09,9:00:00,40.8434,0.24,0.2258333333,winter,2000,3,stove+furnace
2025-01-09,10:00:00,40.7534,0.17,0.2258333333,winter,2000,3,stove+furnace
2025-01-09,11:00:00,40.4834,0.23,0.2258333333,winter,2000,3,stove+furnace
2025-01-09,12:00:00,40.393402,0.18,0.2258333333,winter,2000,3,stove+furnace
2025-01-09,13:00:00,39.7634,0.31,0.2258333333,winter,2000,3,stove+furnace
2025-01-09,14:00:00,40.2134,0.22,0.2258333333,winter,2000,3,stove+furnace
2025-01-09,15:00:00,40.393402,0.25,0.2258333333,winter,2000,3,stove+furnace
2025-01-09,16:00:00,39.8534,0.24,0.2258333333,winter,2000,3,stove+furnace
2025-01-09,17:00:00,39.5834,0.17,0.2258333333,winter,2000,3,stove+furnace
2025-01-09,18:00:00,40.0334,0.22,0.2258333333,winter,2000,3,stove+furnace
2025-01-09,19:00:00,39.3134,0.16,0.2258333333,winter,2000,3,stove+furnace
2025-01-09,20:00:00,38.6834,0.26,0.2258333333,winter,2000,3,stove+furnace
2025-01-09,21:00:00,39.3134,0.21,0.2258333333,winter,2000,3,stove+furnace
2025-01-09,22:00:00,39.4934,0.16,0.2258333333,winter,2000,3,stove+furnace
2025-01-09,23:00:00,39.6734,0.21,0.2258333333,winter,2000,3,stove+furnace
2025-01-10,0:00:00,39.4934,0.09,0.1616666667,winter,2000,3,stove+furnace
2025-01-10,1:00:00,38.0534,0.1,0.1616666667,winter,2000,3,stove+furnace
2025-01-10,2:00:00,38.5934,0.35,0.1616666667,winter,2000,3,stove+furnace
2025-01-10,3:00:00,39.0434,0.51,0.1616666667,winter,2000,3,stove+furnace
2025-01-10,4:00:00,39.5834,0.15,0.1616666667,winter,2000,3,stove+furnace
2025-01-10,5:00:00,39.7634,0.15,0.1616666667,winter,2000,3,stove+furnace
2025-01-10,6:00:00,40.0334,0.23,0.1616666667,winter,2000,3,stove+furnace
2025-01-10,7:00:00,40.0334,0,0.1616666667,winter,2000,3,stove+furnace
2025-01-10,8:00:00,39.3134,0.14,0.1616666667,winter,2000,3,stove+furnace
2025-01-10,9:00:00,38.5934,0.14,0.1616666667,winter,2000,3,stove+furnace
2025-01-10,10:00:00,38.0534,0.13,0.1616666667,winter,2000,3,stove+furnace
2025-01-10,11:00:00,37.6934,0.11,0.1616666667,winter,2000,3,stove+furnace
2025-01-10,12:00:00,37.4234,0.09,0.1616666667,winter,2000,3,stove+furnace
2025-01-10,13:00:00,37.9634,0.13,0.1616666667,winter,2000,3,stove+furnace
2025-01-10,14:00:00,38.5034,0.13,0.1616666667,winter,2000,3,stove+furnace
2025-01-10,15:00:00,40.9334,0.06,0.1616666667,winter,2000,3,stove+furnace
2025-01-10,16:00:00,43.5434,0.16,0.1616666667,winter,2000,3,stove+furnace
2025-01-10,17:00:00,45.5234,0.07,0.1616666667,winter,2000,3,stove+furnace
2025-01-10,18:00:00,46.1534,0.13,0.1616666667,winter,2000,3,stove+furnace
2025-01-10,19:00:00,48.0434,0.11,0.1616666667,winter,2000,3,stove+furnace
2025-01-10,20:00:00,48.6734,0.13,0.1616666667,winter,2000,3,stove+furnace
2025-01-10,21:00:00,48.6734,0.26,0.1616666667,winter,2000,3,stove+furnace
2025-01-10,22:00:00,48.4934,0.19,0.1616666667,winter,2000,3,stove+furnace
2025-01-10,23:00:00,47.3234,0.32,0.1616666667,winter,2000,3,stove+furnace
2025-01-11,0:00:00,44.7134,0.38,0.13625,winter,2000,3,stove+furnace
2025-01-11,1:00:00,43.1834,0.12,0.13625,winter,2000,3,stove+furnace
2025-01-11,2:00:00,42.1934,0.17,0.13625,winter,2000,3,stove+furnace
2025-01-11,3:00:00,41.1134,0.27,0.13625,winter,2000,3,stove+furnace
2025-01-11,4:00:00,39.9434,0.22,0.13625,winter,2000,3,stove+furnace
2025-01-11,5:00:00,38.7734,0.24,0.13625,winter,2000,3,stove+furnace
2025-01-11,6:00:00,36.8834,0.27,0.13625,winter,2000,3,stove+furnace
2025-01-11,7:00:00,35.7134,0.2,0.13625,winter,2000,3,stove+furnace
2025-01-11,8:00:00,34.4534,0.23,0.13625,winter,2000,3,stove+furnace
2025-01-11,9:00:00,33.7334,0.18,0.13625,winter,2000,3,stove+furnace
2025-01-11,10:00:00,33.1034,0.12,0.13625,winter,2000,3,stove+furnace
2025-01-11,11:00:00,32.3834,0.06,0.13625,winter,2000,3,stove+furnace
2025-01-11,12:00:00,32.1134,0,0.13625,winter,2000,3,stove+furnace
2025-01-11,13:00:00,28.6934,0.06,0.13625,winter,2000,3,stove+furnace
2025-01-11,14:00:00,29.0534,0.02,0.13625,winter,2000,3,stove+furnace
2025-01-11,15:00:00,33.0134,0.01,0.13625,winter,2000,3,stove+furnace
2025-01-11,16:00:00,38.0534,0,0.13625,winter,2000,3,stove+furnace
2025-01-11,17:00:00,43.0934,0.05,0.13625,winter,2000,3,stove+furnace
2025-01-11,18:00:00,47.6834,0.06,0.13625,winter,2000,3,stove+furnace
2025-01-11,19:00:00,51.283398,0.07,0.13625,winter,2000,3,stove+furnace
2025-01-11,20:00:00,53.1734,0.11,0.13625,winter,2000,3,stove+furnace
2025-01-11,21:00:00,54.2534,0.13,0.13625,winter,2000,3,stove+furnace
2025-01-11,22:00:00,54.2534,0.15,0.13625,winter,2000,3,stove+furnace
2025-01-11,23:00:00,52.5434,0.15,0.13625,winter,2000,3,stove+furnace
2025-01-12,0:00:00,48.3134,0.19,0.1,winter,2000,3,stove+furnace
2025-01-12,1:00:00,48.583397,0.2,0.1,winter,2000,3,stove+furnace
2025-01-12,2:00:00,47.3234,0.17,0.1,winter,2000,3,stove+furnace
2025-01-12,3:00:00,46.3334,0.25,0.1,winter,2000,3,stove+furnace
2025-01-12,4:00:00,45.1634,0.11,0.1,winter,2000,3,stove+furnace
2025-01-12,5:00:00,43.9034,0.22,0.1,winter,2000,3,stove+furnace
2025-01-12,6:00:00,42.643402,0.19,0.1,winter,2000,3,stove+furnace
2025-01-12,7:00:00,42.0134,0.23,0.1,winter,2000,3,stove+furnace
2025-01-12,8:00:00,40.6634,0.15,0.1,winter,2000,3,stove+furnace
2025-01-12,9:00:00,40.393402,0.13,0.1,winter,2000,3,stove+furnace
2025-01-12,10:00:00,39.5834,0.06,0.1,winter,2000,3,stove+furnace
2025-01-12,11:00:00,39.2234,0.05,0.1,winter,2000,3,stove+furnace
2025-01-12,12:00:00,38.5934,0,0.1,winter,2000,3,stove+furnace
2025-01-12,13:00:00,35.2634,0.02,0.1,winter,2000,3,stove+furnace
2025-01-12,14:00:00,36.5234,0,0.1,winter,2000,3,stove+furnace
2025-01-12,15:00:00,41.4734,0,0.1,winter,2000,3,stove+furnace
2025-01-12,16:00:00,47.7734,0,0.1,winter,2000,3,stove+furnace
2025-01-12,17:00:00,53.2634,0,0.1,winter,2000,3,stove+furnace
2025-01-12,18:00:00,56.7734,0,0.1,winter,2000,3,stove+furnace
2025-01-12,19:00:00,59.7434,0.05,0.1,winter,2000,3,stove+furnace
2025-01-12,20:00:00,61.453403,0.06,0.1,winter,2000,3,stove+furnace
2025-01-12,21:00:00,61.903404,0.09,0.1,winter,2000,3,stove+furnace
2025-01-12,22:00:00,61.5434,0.11,0.1,winter,2000,3,stove+furnace
2025-01-12,23:00:00,59.6534,0.12,0.1,winter,2000,3,stove+furnace
2025-01-13,0:00:00,55.333397,0.07,0.095,winter,2000,3,stove+furnace
2025-01-13,1:00:00,54.7934,0.08,0.095,winter,2000,3,stove+furnace
2025-01-13,2:00:00,52.9934,0.09,0.095,winter,2000,3,stove+furnace
2025-01-13,3:00:00,51.5534,0.09,0.095,winter,2000,3,stove+furnace
2025-01-13,4:00:00,50.2934,0.06,0.095,winter,2000,3,stove+furnace
2025-01-13,5:00:00,49.4834,0.14,0.095,winter,2000,3,stove+furnace
2025-01-13,6:00:00,48.4934,0.14,0.095,winter,2000,3,stove+furnace
2025-01-13,7:00:00,47.5934,0.14,0.095,winter,2000,3,stove+furnace
2025-01-13,8:00:00,46.873398,0.14,0.095,winter,2000,3,stove+furnace
2025-01-13,9:00:00,45.9734,0.09,0.095,winter,2000,3,stove+furnace
2025-01-13,10:00:00,45.0734,0.03,0.095,winter,2000,3,stove+furnace
2025-01-13,11:00:00,44.3534,0.05,0.095,winter,2000,3,stove+furnace
2025-01-13,12:00:00,43.7234,0,0.095,winter,2000,3,stove+furnace
2025-01-13,13:00:00,42.373398,0,0.095,winter,2000,3,stove+furnace
2025-01-13,14:00:00,41.6534,0,0.095,winter,2000,3,stove+furnace
2025-01-13,15:00:00,43.5434,0.04,0.095,winter,2000,3,stove+furnace
2025-01-13,16:00:00,46.2434,0.05,0.095,winter,2000,3,stove+furnace
2025-01-13,17:00:00,49.4834,0.07,0.095,winter,2000,3,stove+furnace
2025-01-13,18:00:00,52.1834,0.3,0.095,winter,2000,3,stove+furnace
2025-01-13,19:00:00,54.2534,0.06,0.095,winter,2000,3,stove+furnace
2025-01-13,20:00:00,55.9634,0.17,0.095,winter,2000,3,stove+furnace
2025-01-13,21:00:00,56.6834,0.16,0.095,winter,2000,3,stove+furnace
2025-01-13,22:00:00,56.4134,0.15,0.095,winter,2000,3,stove+furnace
2025-01-13,23:00:00,54.7934,0.16,0.095,winter,2000,3,stove+furnace
2025-01-14,0:00:00,51.0134,0.2,0.1454166667,winter,2000,3,stove+furnace
2025-01-14,1:00:00,50.2034,0.18,0.1454166667,winter,2000,3,stove+furnace
2025-01-14,2:00:00,48.583397,0.16,0.1454166667,winter,2000,3,stove+furnace
2025-01-14,3:00:00,47.2334,0.21,0.1454166667,winter,2000,3,stove+furnace
2025-01-14,4:00:00,45.8834,0.19,0.1454166667,winter,2000,3,stove+furnace
2025-01-14,5:00:00,44.5334,0.22,0.1454166667,winter,2000,3,stove+furnace
2025-01-14,6:00:00,43.4534,0.24,0.1454166667,winter,2000,3,stove+furnace
2025-01-14,7:00:00,42.4634,0.17,0.1454166667,winter,2000,3,stove+furnace
2025-01-14,8:00:00,41.7434,0.14,0.1454166667,winter,2000,3,stove+furnace
2025-01-14,9:00:00,41.2034,0.14,0.1454166667,winter,2000,3,stove+furnace
2025-01-14,10:00:00,40.9334,0.13,0.1454166667,winter,2000,3,stove+furnace
2025-01-14,11:00:00,40.7534,0.07,0.1454166667,winter,2000,3,stove+furnace
2025-01-14,12:00:00,40.393402,0.12,0.1454166667,winter,2000,3,stove+furnace
2025-01-14,13:00:00,39.4034,0.06,0.1454166667,winter,2000,3,stove+furnace
2025-01-14,14:00:00,39.6734,0.01,0.1454166667,winter,2000,3,stove+furnace
